ImageNumber,ObjectNumber,FileName_GFP,Children_GFP_foci_Count
2,13,20240708-A19841_B02_s4_w2.TIF,0
2,14,20240708-A19841_B02_s4_w2.TIF,52
2,15,20240708-A19841_B02_s4_w2.TIF,0
2,16,20240708-A19841_B02_s4_w2.TIF,40
2,17,20240708-A19841_B02_s4_w2.TIF,0
2,18,20240708-A19841_B02_s4_w2.TIF,0
2,19,20240708-A19841_B02_s4_w2.TIF,4
2,20,20240708-A19841_B02_s4_w2.TIF,14
2,21,20240708-A19841_B02_s4_w2.TIF,8
2,22,20240708-A19841_B02_s4_w2.TIF,21
2,23,20240708-A19841_B02_s4_w2.TIF,3
2,24,20240708-A19841_B02_s4_w2.TIF,4
2,25,20240708-A19841_B02_s4_w2.TIF,44
2,26,20240708-A19841_B02_s4_w2.TIF,0
2,27,20240708-A19841_B02_s4_w2.TIF,10
2,28,20240708-A19841_B02_s4_w2.TIF,0
2,29,20240708-A19841_B02_s4_w2.TIF,0
2,30,20240708-A19841_B02_s4_w2.TIF,19
2,31,20240708-A19841_B02_s4_w2.TIF,15
2,32,20240708-A19841_B02_s4_w2.TIF,0
2,33,20240708-A19841_B02_s4_w2.TIF,0
2,34,20240708-A19841_B02_s4_w2.TIF,0
2,35,20240708-A19841_B02_s4_w2.TIF,13
2,36,20240708-A19841_B02_s4_w2.TIF,0
2,37,20240708-A19841_B02_s4_w2.TIF,0
2,38,20240708-A19841_B02_s4_w2.TIF,3
2,39,20240708-A19841_B02_s4_w2.TIF,0
2,40,20240708-A19841_B02_s4_w2.TIF,0
2,41,20240708-A19841_B02_s4_w2.TIF,0
2,42,20240708-A19841_B02_s4_w2.TIF,0
2,43,20240708-A19841_B02_s4_w2.TIF,15
2,44,20240708-A19841_B02_s4_w2.TIF,20
2,45,20240708-A19841_B02_s4_w2.TIF,0
2,46,20240708-A19841_B02_s4_w2.TIF,0
2,47,20240708-A19841_B02_s4_w2.TIF,0
2,48,20240708-A19841_B02_s4_w2.TIF,19
2,49,20240708-A19841_B02_s4_w2.TIF,2
2,50,20240708-A19841_B02_s4_w2.TIF,23
2,51,20240708-A19841_B02_s4_w2.TIF,24
2,52,20240708-A19841_B02_s4_w2.TIF,19
2,53,20240708-A19841_B02_s4_w2.TIF,0
2,54,20240708-A19841_B02_s4_w2.TIF,1
2,55,20240708-A19841_B02_s4_w2.TIF,10
2,56,20240708-A19841_B02_s4_w2.TIF,1
2,57,20240708-A19841_B02_s4_w2.TIF,0
2,58,20240708-A19841_B02_s4_w2.TIF,21
2,59,20240708-A19841_B02_s4_w2.TIF,13
2,60,20240708-A19841_B02_s4_w2.TIF,5
2,61,20240708-A19841_B02_s4_w2.TIF,9
2,62,20240708-A19841_B02_s4_w2.TIF,0
2,63,20240708-A19841_B02_s4_w2.TIF,44
2,64,20240708-A19841_B02_s4_w2.TIF,4
2,65,20240708-A19841_B02_s4_w2.TIF,1
2,66,20240708-A19841_B02_s4_w2.TIF,51
2,67,20240708-A19841_B02_s4_w2.TIF,25
2,68,20240708-A19841_B02_s4_w2.TIF,26
2,69,20240708-A19841_B02_s4_w2.TIF,12
2,70,20240708-A19841_B02_s4_w2.TIF,43
2,71,20240708-A19841_B02_s4_w2.TIF,36
2,72,20240708-A19841_B02_s4_w2.TIF,3
2,73,20240708-A19841_B02_s4_w2.TIF,19
2,74,20240708-A19841_B02_s4_w2.TIF,0
2,75,20240708-A19841_B02_s4_w2.TIF,50
2,76,20240708-A19841_B02_s4_w2.TIF,15
2,77,20240708-A19841_B02_s4_w2.TIF,5
2,78,20240708-A19841_B02_s4_w2.TIF,22
2,79,20240708-A19841_B02_s4_w2.TIF,17
2,80,20240708-A19841_B02_s4_w2.TIF,25
2,81,20240708-A19841_B02_s4_w2.TIF,6
2,82,20240708-A19841_B02_s4_w2.TIF,0
2,83,20240708-A19841_B02_s4_w2.TIF,18
2,84,20240708-A19841_B02_s4_w2.TIF,5
2,85,20240708-A19841_B02_s4_w2.TIF,2
2,86,20240708-A19841_B02_s4_w2.TIF,13
2,87,20240708-A19841_B02_s4_w2.TIF,23
2,88,20240708-A19841_B02_s4_w2.TIF,3
2,89,20240708-A19841_B02_s4_w2.TIF,16
2,90,20240708-A19841_B02_s4_w2.TIF,3
2,91,20240708-A19841_B02_s4_w2.TIF,0
2,92,20240708-A19841_B02_s4_w2.TIF,1
2,93,20240708-A19841_B02_s4_w2.TIF,0
2,94,20240708-A19841_B02_s4_w2.TIF,5
2,95,20240708-A19841_B02_s4_w2.TIF,18
2,96,20240708-A19841_B02_s4_w2.TIF,23
2,97,20240708-A19841_B02_s4_w2.TIF,0
2,98,20240708-A19841_B02_s4_w2.TIF,0
2,99,20240708-A19841_B02_s4_w2.TIF,3
2,100,20240708-A19841_B02_s4_w2.TIF,17
2,101,20240708-A19841_B02_s4_w2.TIF,2
2,102,20240708-A19841_B02_s4_w2.TIF,12
2,103,20240708-A19841_B02_s4_w2.TIF,2
2,104,20240708-A19841_B02_s4_w2.TIF,3
3,1,20240708-A19841_B03_s4_w2.TIF,61
3,2,20240708-A19841_B03_s4_w2.TIF,18
3,3,20240708-A19841_B03_s4_w2.TIF,11
3,4,20240708-A19841_B03_s4_w2.TIF,59
3,5,20240708-A19841_B03_s4_w2.TIF,22
3,6,20240708-A19841_B03_s4_w2.TIF,51
3,7,20240708-A19841_B03_s4_w2.TIF,40
3,8,20240708-A19841_B03_s4_w2.TIF,0
3,9,20240708-A19841_B03_s4_w2.TIF,11
3,10,20240708-A19841_B03_s4_w2.TIF,72
3,11,20240708-A19841_B03_s4_w2.TIF,20
3,12,20240708-A19841_B03_s4_w2.TIF,16
3,13,20240708-A19841_B03_s4_w2.TIF,0
3,14,20240708-A19841_B03_s4_w2.TIF,20
3,15,20240708-A19841_B03_s4_w2.TIF,0
3,16,20240708-A19841_B03_s4_w2.TIF,29
3,17,20240708-A19841_B03_s4_w2.TIF,44
3,18,20240708-A19841_B03_s4_w2.TIF,37
3,19,20240708-A19841_B03_s4_w2.TIF,2
3,20,20240708-A19841_B03_s4_w2.TIF,69
3,21,20240708-A19841_B03_s4_w2.TIF,41
3,22,20240708-A19841_B03_s4_w2.TIF,11
3,23,20240708-A19841_B03_s4_w2.TIF,4
3,24,20240708-A19841_B03_s4_w2.TIF,64
3,25,20240708-A19841_B03_s4_w2.TIF,8
3,26,20240708-A19841_B03_s4_w2.TIF,9
3,27,20240708-A19841_B03_s4_w2.TIF,15
3,28,20240708-A19841_B03_s4_w2.TIF,27
3,29,20240708-A19841_B03_s4_w2.TIF,10
3,30,20240708-A19841_B03_s4_w2.TIF,105
3,31,20240708-A19841_B03_s4_w2.TIF,63
3,32,20240708-A19841_B03_s4_w2.TIF,5
3,33,20240708-A19841_B03_s4_w2.TIF,52
3,34,20240708-A19841_B03_s4_w2.TIF,53
3,35,20240708-A19841_B03_s4_w2.TIF,29
3,36,20240708-A19841_B03_s4_w2.TIF,95
3,37,20240708-A19841_B03_s4_w2.TIF,33
3,38,20240708-A19841_B03_s4_w2.TIF,27
3,39,20240708-A19841_B03_s4_w2.TIF,0
3,40,20240708-A19841_B03_s4_w2.TIF,31
3,41,20240708-A19841_B03_s4_w2.TIF,28
3,42,20240708-A19841_B03_s4_w2.TIF,48
3,43,20240708-A19841_B03_s4_w2.TIF,41
3,44,20240708-A19841_B03_s4_w2.TIF,74
3,45,20240708-A19841_B03_s4_w2.TIF,43
3,46,20240708-A19841_B03_s4_w2.TIF,23
3,47,20240708-A19841_B03_s4_w2.TIF,4
3,48,20240708-A19841_B03_s4_w2.TIF,30
3,49,20240708-A19841_B03_s4_w2.TIF,73
3,50,20240708-A19841_B03_s4_w2.TIF,38
3,51,20240708-A19841_B03_s4_w2.TIF,3
3,52,20240708-A19841_B03_s4_w2.TIF,0
3,53,20240708-A19841_B03_s4_w2.TIF,0
3,54,20240708-A19841_B03_s4_w2.TIF,37
3,55,20240708-A19841_B03_s4_w2.TIF,5
3,56,20240708-A19841_B03_s4_w2.TIF,9
3,57,20240708-A19841_B03_s4_w2.TIF,5
3,58,20240708-A19841_B03_s4_w2.TIF,5
3,59,20240708-A19841_B03_s4_w2.TIF,0
3,60,20240708-A19841_B03_s4_w2.TIF,59
3,61,20240708-A19841_B03_s4_w2.TIF,35
3,62,20240708-A19841_B03_s4_w2.TIF,45
3,63,20240708-A19841_B03_s4_w2.TIF,28
3,64,20240708-A19841_B03_s4_w2.TIF,79
3,65,20240708-A19841_B03_s4_w2.TIF,8
3,66,20240708-A19841_B03_s4_w2.TIF,0
3,67,20240708-A19841_B03_s4_w2.TIF,42
3,68,20240708-A19841_B03_s4_w2.TIF,40
3,69,20240708-A19841_B03_s4_w2.TIF,8
3,70,20240708-A19841_B03_s4_w2.TIF,6
3,71,20240708-A19841_B03_s4_w2.TIF,40
3,72,20240708-A19841_B03_s4_w2.TIF,9
3,73,20240708-A19841_B03_s4_w2.TIF,58
3,74,20240708-A19841_B03_s4_w2.TIF,37
3,75,20240708-A19841_B03_s4_w2.TIF,88
3,76,20240708-A19841_B03_s4_w2.TIF,0
3,77,20240708-A19841_B03_s4_w2.TIF,27
3,78,20240708-A19841_B03_s4_w2.TIF,18
3,79,20240708-A19841_B03_s4_w2.TIF,23
3,80,20240708-A19841_B03_s4_w2.TIF,5
3,81,20240708-A19841_B03_s4_w2.TIF,31
3,82,20240708-A19841_B03_s4_w2.TIF,24
3,83,20240708-A19841_B03_s4_w2.TIF,0
3,84,20240708-A19841_B03_s4_w2.TIF,0
3,85,20240708-A19841_B03_s4_w2.TIF,66
3,86,20240708-A19841_B03_s4_w2.TIF,31
3,87,20240708-A19841_B03_s4_w2.TIF,2
3,88,20240708-A19841_B03_s4_w2.TIF,57
3,89,20240708-A19841_B03_s4_w2.TIF,25
3,90,20240708-A19841_B03_s4_w2.TIF,0
3,91,20240708-A19841_B03_s4_w2.TIF,16
3,92,20240708-A19841_B03_s4_w2.TIF,18
3,93,20240708-A19841_B03_s4_w2.TIF,0
3,94,20240708-A19841_B03_s4_w2.TIF,14
3,95,20240708-A19841_B03_s4_w2.TIF,1
3,96,20240708-A19841_B03_s4_w2.TIF,44
3,97,20240708-A19841_B03_s4_w2.TIF,0
3,98,20240708-A19841_B03_s4_w2.TIF,1
3,99,20240708-A19841_B03_s4_w2.TIF,0
3,100,20240708-A19841_B03_s4_w2.TIF,29
3,101,20240708-A19841_B03_s4_w2.TIF,0
3,102,20240708-A19841_B03_s4_w2.TIF,5
3,103,20240708-A19841_B03_s4_w2.TIF,0
3,104,20240708-A19841_B03_s4_w2.TIF,75
3,105,20240708-A19841_B03_s4_w2.TIF,0
3,106,20240708-A19841_B03_s4_w2.TIF,26
3,107,20240708-A19841_B03_s4_w2.TIF,20
3,108,20240708-A19841_B03_s4_w2.TIF,0
3,109,20240708-A19841_B03_s4_w2.TIF,13
3,110,20240708-A19841_B03_s4_w2.TIF,5
3,111,20240708-A19841_B03_s4_w2.TIF,2
3,112,20240708-A19841_B03_s4_w2.TIF,30
3,113,20240708-A19841_B03_s4_w2.TIF,0
3,114,20240708-A19841_B03_s4_w2.TIF,13
3,115,20240708-A19841_B03_s4_w2.TIF,26
3,116,20240708-A19841_B03_s4_w2.TIF,13
3,117,20240708-A19841_B03_s4_w2.TIF,0
3,118,20240708-A19841_B03_s4_w2.TIF,0
4,1,20240708-A19841_B04_s4_w2.TIF,46
4,2,20240708-A19841_B04_s4_w2.TIF,38
4,3,20240708-A19841_B04_s4_w2.TIF,14
4,4,20240708-A19841_B04_s4_w2.TIF,63
4,5,20240708-A19841_B04_s4_w2.TIF,36
4,6,20240708-A19841_B04_s4_w2.TIF,0
4,7,20240708-A19841_B04_s4_w2.TIF,2
4,8,20240708-A19841_B04_s4_w2.TIF,35
4,9,20240708-A19841_B04_s4_w2.TIF,28
4,10,20240708-A19841_B04_s4_w2.TIF,0
4,11,20240708-A19841_B04_s4_w2.TIF,29
4,12,20240708-A19841_B04_s4_w2.TIF,52
4,13,20240708-A19841_B04_s4_w2.TIF,42
4,14,20240708-A19841_B04_s4_w2.TIF,34
4,15,20240708-A19841_B04_s4_w2.TIF,66
4,16,20240708-A19841_B04_s4_w2.TIF,4
4,17,20240708-A19841_B04_s4_w2.TIF,74
4,18,20240708-A19841_B04_s4_w2.TIF,35
4,19,20240708-A19841_B04_s4_w2.TIF,34
4,20,20240708-A19841_B04_s4_w2.TIF,55
4,21,20240708-A19841_B04_s4_w2.TIF,40
4,22,20240708-A19841_B04_s4_w2.TIF,62
4,23,20240708-A19841_B04_s4_w2.TIF,83
4,24,20240708-A19841_B04_s4_w2.TIF,18
4,25,20240708-A19841_B04_s4_w2.TIF,21
4,26,20240708-A19841_B04_s4_w2.TIF,3
4,27,20240708-A19841_B04_s4_w2.TIF,17
4,28,20240708-A19841_B04_s4_w2.TIF,26
4,29,20240708-A19841_B04_s4_w2.TIF,6
4,30,20240708-A19841_B04_s4_w2.TIF,1
4,31,20240708-A19841_B04_s4_w2.TIF,76
4,32,20240708-A19841_B04_s4_w2.TIF,28
4,33,20240708-A19841_B04_s4_w2.TIF,2
4,34,20240708-A19841_B04_s4_w2.TIF,23
4,35,20240708-A19841_B04_s4_w2.TIF,2
4,36,20240708-A19841_B04_s4_w2.TIF,61
4,37,20240708-A19841_B04_s4_w2.TIF,38
4,38,20240708-A19841_B04_s4_w2.TIF,42
4,39,20240708-A19841_B04_s4_w2.TIF,72
4,40,20240708-A19841_B04_s4_w2.TIF,48
4,41,20240708-A19841_B04_s4_w2.TIF,14
4,42,20240708-A19841_B04_s4_w2.TIF,4
4,43,20240708-A19841_B04_s4_w2.TIF,72
4,44,20240708-A19841_B04_s4_w2.TIF,59
4,45,20240708-A19841_B04_s4_w2.TIF,10
4,46,20240708-A19841_B04_s4_w2.TIF,62
4,47,20240708-A19841_B04_s4_w2.TIF,18
4,48,20240708-A19841_B04_s4_w2.TIF,51
4,49,20240708-A19841_B04_s4_w2.TIF,9
4,50,20240708-A19841_B04_s4_w2.TIF,10
4,51,20240708-A19841_B04_s4_w2.TIF,2
4,52,20240708-A19841_B04_s4_w2.TIF,0
4,53,20240708-A19841_B04_s4_w2.TIF,42
4,54,20240708-A19841_B04_s4_w2.TIF,0
4,55,20240708-A19841_B04_s4_w2.TIF,0
4,56,20240708-A19841_B04_s4_w2.TIF,33
4,57,20240708-A19841_B04_s4_w2.TIF,0
4,58,20240708-A19841_B04_s4_w2.TIF,89
4,59,20240708-A19841_B04_s4_w2.TIF,6
4,60,20240708-A19841_B04_s4_w2.TIF,22
4,61,20240708-A19841_B04_s4_w2.TIF,80
4,62,20240708-A19841_B04_s4_w2.TIF,53
4,63,20240708-A19841_B04_s4_w2.TIF,0
4,64,20240708-A19841_B04_s4_w2.TIF,0
4,65,20240708-A19841_B04_s4_w2.TIF,26
4,66,20240708-A19841_B04_s4_w2.TIF,57
4,67,20240708-A19841_B04_s4_w2.TIF,0
4,68,20240708-A19841_B04_s4_w2.TIF,56
4,69,20240708-A19841_B04_s4_w2.TIF,25
4,70,20240708-A19841_B04_s4_w2.TIF,0
4,71,20240708-A19841_B04_s4_w2.TIF,0
4,72,20240708-A19841_B04_s4_w2.TIF,0
4,73,20240708-A19841_B04_s4_w2.TIF,42
4,74,20240708-A19841_B04_s4_w2.TIF,68
4,75,20240708-A19841_B04_s4_w2.TIF,43
4,76,20240708-A19841_B04_s4_w2.TIF,0
4,77,20240708-A19841_B04_s4_w2.TIF,91
4,78,20240708-A19841_B04_s4_w2.TIF,9
4,79,20240708-A19841_B04_s4_w2.TIF,0
4,80,20240708-A19841_B04_s4_w2.TIF,0
4,81,20240708-A19841_B04_s4_w2.TIF,0
4,82,20240708-A19841_B04_s4_w2.TIF,10
4,83,20240708-A19841_B04_s4_w2.TIF,0
4,84,20240708-A19841_B04_s4_w2.TIF,6
4,85,20240708-A19841_B04_s4_w2.TIF,25
4,86,20240708-A19841_B04_s4_w2.TIF,0
4,87,20240708-A19841_B04_s4_w2.TIF,11
4,88,20240708-A19841_B04_s4_w2.TIF,0
4,89,20240708-A19841_B04_s4_w2.TIF,1
4,90,20240708-A19841_B04_s4_w2.TIF,0
4,91,20240708-A19841_B04_s4_w2.TIF,28
4,92,20240708-A19841_B04_s4_w2.TIF,0
4,93,20240708-A19841_B04_s4_w2.TIF,62
4,94,20240708-A19841_B04_s4_w2.TIF,89
4,95,20240708-A19841_B04_s4_w2.TIF,0
4,96,20240708-A19841_B04_s4_w2.TIF,0
4,97,20240708-A19841_B04_s4_w2.TIF,12
4,98,20240708-A19841_B04_s4_w2.TIF,0
4,99,20240708-A19841_B04_s4_w2.TIF,5
4,100,20240708-A19841_B04_s4_w2.TIF,45
4,101,20240708-A19841_B04_s4_w2.TIF,5
4,102,20240708-A19841_B04_s4_w2.TIF,53
4,103,20240708-A19841_B04_s4_w2.TIF,49
4,104,20240708-A19841_B04_s4_w2.TIF,0
4,105,20240708-A19841_B04_s4_w2.TIF,0
4,106,20240708-A19841_B04_s4_w2.TIF,8
4,107,20240708-A19841_B04_s4_w2.TIF,8
4,108,20240708-A19841_B04_s4_w2.TIF,0
4,109,20240708-A19841_B04_s4_w2.TIF,33
4,110,20240708-A19841_B04_s4_w2.TIF,0
4,111,20240708-A19841_B04_s4_w2.TIF,0
4,112,20240708-A19841_B04_s4_w2.TIF,64
4,113,20240708-A19841_B04_s4_w2.TIF,22
4,114,20240708-A19841_B04_s4_w2.TIF,31
4,115,20240708-A19841_B04_s4_w2.TIF,45
4,116,20240708-A19841_B04_s4_w2.TIF,0
4,117,20240708-A19841_B04_s4_w2.TIF,0
4,118,20240708-A19841_B04_s4_w2.TIF,46
4,119,20240708-A19841_B04_s4_w2.TIF,26
4,120,20240708-A19841_B04_s4_w2.TIF,49
4,121,20240708-A19841_B04_s4_w2.TIF,32
4,122,20240708-A19841_B04_s4_w2.TIF,46
4,123,20240708-A19841_B04_s4_w2.TIF,29
4,124,20240708-A19841_B04_s4_w2.TIF,32
4,125,20240708-A19841_B04_s4_w2.TIF,0
4,126,20240708-A19841_B04_s4_w2.TIF,61
4,127,20240708-A19841_B04_s4_w2.TIF,52
4,128,20240708-A19841_B04_s4_w2.TIF,0
4,129,20240708-A19841_B04_s4_w2.TIF,0
4,130,20240708-A19841_B04_s4_w2.TIF,0
4,131,20240708-A19841_B04_s4_w2.TIF,47
4,132,20240708-A19841_B04_s4_w2.TIF,21
4,133,20240708-A19841_B04_s4_w2.TIF,29
4,134,20240708-A19841_B04_s4_w2.TIF,0
4,135,20240708-A19841_B04_s4_w2.TIF,48
4,136,20240708-A19841_B04_s4_w2.TIF,0
4,137,20240708-A19841_B04_s4_w2.TIF,13
4,138,20240708-A19841_B04_s4_w2.TIF,18
4,139,20240708-A19841_B04_s4_w2.TIF,15
4,140,20240708-A19841_B04_s4_w2.TIF,0
5,1,20240708-A19841_B05_s4_w2.TIF,0
5,2,20240708-A19841_B05_s4_w2.TIF,101
5,3,20240708-A19841_B05_s4_w2.TIF,0
5,4,20240708-A19841_B05_s4_w2.TIF,0
5,5,20240708-A19841_B05_s4_w2.TIF,0
5,6,20240708-A19841_B05_s4_w2.TIF,0
5,7,20240708-A19841_B05_s4_w2.TIF,55
5,8,20240708-A19841_B05_s4_w2.TIF,3
5,9,20240708-A19841_B05_s4_w2.TIF,0
5,10,20240708-A19841_B05_s4_w2.TIF,40
5,11,20240708-A19841_B05_s4_w2.TIF,2
5,12,20240708-A19841_B05_s4_w2.TIF,10
5,13,20240708-A19841_B05_s4_w2.TIF,68
5,14,20240708-A19841_B05_s4_w2.TIF,23
5,15,20240708-A19841_B05_s4_w2.TIF,20
5,16,20240708-A19841_B05_s4_w2.TIF,0
5,17,20240708-A19841_B05_s4_w2.TIF,5
5,18,20240708-A19841_B05_s4_w2.TIF,29
5,19,20240708-A19841_B05_s4_w2.TIF,57
5,20,20240708-A19841_B05_s4_w2.TIF,59
5,21,20240708-A19841_B05_s4_w2.TIF,73
5,22,20240708-A19841_B05_s4_w2.TIF,44
5,23,20240708-A19841_B05_s4_w2.TIF,34
5,24,20240708-A19841_B05_s4_w2.TIF,30
5,25,20240708-A19841_B05_s4_w2.TIF,0
5,26,20240708-A19841_B05_s4_w2.TIF,37
5,27,20240708-A19841_B05_s4_w2.TIF,67
5,28,20240708-A19841_B05_s4_w2.TIF,6
5,29,20240708-A19841_B05_s4_w2.TIF,9
5,30,20240708-A19841_B05_s4_w2.TIF,76
5,31,20240708-A19841_B05_s4_w2.TIF,5
5,32,20240708-A19841_B05_s4_w2.TIF,115
5,33,20240708-A19841_B05_s4_w2.TIF,71
5,34,20240708-A19841_B05_s4_w2.TIF,0
5,35,20240708-A19841_B05_s4_w2.TIF,37
5,36,20240708-A19841_B05_s4_w2.TIF,0
5,37,20240708-A19841_B05_s4_w2.TIF,1
5,38,20240708-A19841_B05_s4_w2.TIF,2
5,39,20240708-A19841_B05_s4_w2.TIF,18
5,40,20240708-A19841_B05_s4_w2.TIF,5
5,41,20240708-A19841_B05_s4_w2.TIF,0
5,42,20240708-A19841_B05_s4_w2.TIF,40
5,43,20240708-A19841_B05_s4_w2.TIF,15
5,44,20240708-A19841_B05_s4_w2.TIF,51
5,45,20240708-A19841_B05_s4_w2.TIF,32
5,46,20240708-A19841_B05_s4_w2.TIF,80
5,47,20240708-A19841_B05_s4_w2.TIF,2
5,48,20240708-A19841_B05_s4_w2.TIF,27
5,49,20240708-A19841_B05_s4_w2.TIF,36
5,50,20240708-A19841_B05_s4_w2.TIF,0
5,51,20240708-A19841_B05_s4_w2.TIF,33
5,52,20240708-A19841_B05_s4_w2.TIF,64
5,53,20240708-A19841_B05_s4_w2.TIF,0
